episode;steps;reward;average
1295;97;-605.7226933393815;-90.1485906705288
1296;75;-241.68586582975314;-88.80472411709894
1297;64;-511.7094726403407;-92.04648387247856
1298;72;-356.4208533894085;-92.68564246342841
1299;63;-177.85373267071554;-90.60633159763306
1300;76;-380.4545363899624;-90.21369580741586
1301;74;-244.64482240839868;-88.63043328292756
1302;58;-478.5346259783512;-89.27450926834683
1303;88;-457.32255606301266;-92.03713483781519
1304;68;-187.15292192663804;-90.42493578201064
1305;96;-199.5129345157614;-95.44613274666445
1306;58;-424.3834506464692;-103.01143081073452
1307;53;-405.0895690817767;-104.36209289836879
1308;89;-393.29635868830377;-105.29848585199377
1309;85;-180.4802263508561;-110.43738410351703
1310;57;-357.642385099817;-117.19672145976959
1311;65;-398.8194166347366;-124.2566570346551
1312;105;-87.23921485551149;-128.35235009152072
1313;71;-324.8578980795883;-129.8748508113487
1314;95;-259.1308066335487;-135.7559558599865
1315;64;-348.0834305286875;-142.54342069996645
1316;72;-411.6076778839432;-150.1676003112308
1317;82;-323.3140293797794;-151.78448048926782
1318;73;-259.2755039649087;-157.51473024816153
1319;86;-296.37806333395633;-163.73968626172754
1320;68;-390.85747358673564;-166.39785520759554
1321;102;-147.30749502121424;-167.0397348944276
1322;68;-150.96063375443612;-171.91127655395857
1323;91;-236.91172785198495;-176.5039482753253
1324;73;-423.21761011949894;-183.98821474779862
1325;94;-174.85061605640206;-184.63807160816808
1326;184;341.33303137016435;-184.32531775668068
1327;70;-303.1658506130805;-184.8746187327437
1328;86;-157.16751704776584;-185.20746591039304
1329;79;-139.4624519609655;-185.07169020505364
1330;203;318.59575254226104;-185.45003880204928
1331;171;338.95616037118566;-185.11978287506798
1332;197;330.2828814813349;-180.2352943898551
1333;336;307.67816941885246;-175.96760578310378
1334;224;323.87062623293014;-171.82133043138788
1335;192;330.3994071776453;-171.57026844182616
1336;87;-84.52470404546835;-175.09594219029066
1337;422;360.64705356004333;-170.19414050169587
1338;105;-73.58572560409452;-168.25485719266638
1339;145;-98.29237139443778;-167.92358510360995
1340;134;-82.83567606247637;-172.1116150700595
1341;153;-123.1307481470504;-172.12637816418993
1342;152;-127.88924175994164;-170.92940913511885
1343;57;-194.40229710724049;-170.07016996634997
1344;80;-245.54240383170026;-170.58033148123627
1345;71;-114.02943836844236;-168.38941050039833
1346;75;-471.16130650368586;-169.116416902562
1347;76;-173.38503627604223;-167.14476911598
1348;72;-125.35124718561269;-166.920716800873
1349;120;-120.05797135381304;-171.2747493542762
1350;144;-112.60884539897003;-171.0126115824617
1351;180;317.37130045628624;-171.08669823657675
1352;193;312.88075919139965;-166.77692725654245
1353;212;318.53432863697185;-161.96309609505033
1354;112;-150.97445271248847;-162.40384025301927
1355;202;326.22119067571475;-162.40685214286742
1356;119;-146.40189964146535;-163.07689366659505
1357;180;334.9221484432762;-158.38163900346947
1358;183;348.98045420703227;-158.2871990492378
1359;107;-187.1939894736696;-158.76105090915578
1360;71;-393.0641456177391;-160.65582850639734
1361;93;-270.09388731868967;-162.56149853736832
1362;85;-206.53923243877813;-167.87386241797404
1363;101;-482.79180041663676;-171.2577238413427
1364;124;-629.7318888224854;-175.76991659869174
1365;62;-325.48927280027306;-176.57233738380882
1366;77;-158.30817283025365;-176.80498856223846
1367;64;-319.9960335416498;-178.35585250779167
1368;70;-233.67437166934667;-179.06084130859028
1369;57;-338.1161648139241;-179.849705632129
1370;87;-142.38621167847936;-178.819644535414
1371;80;-224.24029291338172;-179.93932088083483
1372;69;-370.4046257884947;-182.26735856837877
1373;74;-108.41061911584056;-181.86467081850347
1374;85;-150.77688635906588;-182.09875991488113
1375;85;-148.7415482064295;-179.16096224690057
1376;72;-162.59989922436444;-177.10619902981477
1377;108;-124.00186930351401;-175.64807988692925
1378;178;351.295182352301;-168.14344929070808
1379;215;324.0079467280825;-160.34405750507113
1380;227;304.6723440998975;-154.40487620397906
1381;116;-129.35811085842465;-152.47718208696548
1382;205;319.8369099431165;-146.0268636966929
1383;501;192.95583537971387;-139.9773022873525
1384;189;-176.71386008209504;-138.36857555359836
1385;280;311.8725157101175;-131.10369621788794
1386;154;-113.53261820685547;-130.1385414470666
1387;292;316.6894862718616;-123.89426336944837
1388;113;-443.1195979419198;-127.56257232272006
1389;182;-142.44759750830042;-127.8860383724826
1390;229;352.37279936653545;-121.2301699355328
1391;243;305.6502050825621;-121.28223260830153
1392;203;313.28438443609804;-116.45361865388978
1393;204;322.8427886814581;-111.50023879075947
1394;184;-152.12448015418863;-109.8639130298658
1395;256;292.646011585081;-100.88022598062118
1396;210;345.1186309985337;-95.01218101233832
1397;167;-146.0294947387344;-91.35538123332225
1398;87;-107.160753560978;-88.86278023503793
1399;77;-351.1188592220878;-90.59543150055165
1400;130;-346.06395132093576;-90.25152564986138
1401;61;-369.16689918232464;-91.49674641760065
1402;89;-211.99677876163182;-88.83136794543344
1403;58;-302.31122977143656;-87.28125468251768
1404;200;-147.69640531524664;-86.88668951640376
1405;80;-83.26941132623396;-85.7242542845085
1406;141;-116.2110005607644;-82.64252978365144
1407;310;254.61357592620567;-76.04549833357164
1408;325;330.73616505561984;-68.80517309613239
1409;217;318.3081609540176;-63.817289223083655
1410;257;281.3961838260391;-57.426903533825104
1411;351;-272.5524296625342;-56.16423366410308
1412;460;276.58364616828794;-52.52600505386508
1413;183;-173.9569219899194;-51.016995292968375
1414;244;355.70727544849933;-44.868614472147904
1415;192;317.4589849779206;-38.21319031708181
1416;243;348.57179406911774;-30.611395597551205
1417;184;-368.17541621943406;-31.060009465947747
1418;236;318.8848703163812;-25.278405723134853
1419;236;-138.65918009875566;-23.701216890782852
1420;496;233.86412082452622;-17.454000946670234
1421;380;299.53196670228715;-12.985606329435221
1422;275;291.2517347594985;-8.56348264429587
1423;433;306.70650596838396;-3.1273003060921845
1424;406;292.14381808737903;4.026313975976594
1425;467;314.3886634699126;8.918706771239737
1426;333;290.5885779241528;8.41126223677962
1427;245;-185.74376676578362;9.585483075252593
1428;219;299.84900434456557;14.155648289175907
1429;212;302.0332716347745;18.570605525133313
1430;273;325.08429143204245;18.635490914031124
1431;209;332.32472741349864;18.569176584454258
1432;268;309.93529311600753;18.365700700800986
1433;290;296.3812508835115;18.252731515447575
1434;216;302.1693997122384;18.03571925024066
1435;532;268.3421793634207;17.41514697209841
1436;398;299.09778672990933;21.25137187985219
1437;289;302.36031649723475;20.6685045092241
1438;276;252.37013567215308;23.928063121986575
1439;301;293.31034527504113;27.844090288681368
1440;216;318.81273178160484;31.86057436712218
1441;350;252.1781970706772;35.613663819299454
1442;539;279.9723537632979;39.69227977453184
1443;273;328.0863111058173;44.91716585666242
1444;102;-126.47727076638242;46.107817187315604
1445;316;260.98181256695733;49.857929696669586
1446;455;280.079759961618;57.370340361322626
1447;235;291.18881347852846;62.01607885886834
1448;470;307.09937240194654;66.34058505474393
1449;270;349.15836452194844;71.03274841350155
1450;286;325.1469257601955;75.4103061250932
1451;274;317.85462362759665;75.41513935680629
1452;241;-167.71246632520194;70.60920710164028
1453;198;318.1571657328063;70.60543547259863
1454;574;184.3051931438706;73.95823193116222
1455;325;281.94652166682164;73.5154852410733
1456;215;314.2683819843585;78.12218805733156
1457;116;-120.83194690908356;73.56464710380794
1458;256;271.6892514251442;72.79173507598907
1459;85;-77.62022945314584;73.8874726761943
1460;203;320.1792243133502;81.0199063755052
1461;159;-329.4930678474084;80.42591457021801
1462;84;-124.04924688184252;81.25081442578738
1463;351;253.28966364161224;88.61162906636984
1464;257;308.0425338953738;97.98937329354844
1465;230;306.1237752625762;104.30550377417694
1466;154;-104.59453261713344;104.84264017630814
1467;145;-144.83336792243583;106.59426683250027
1468;257;-127.4335625191216;107.65667492400253
1469;491;-166.53795863512985;109.37245698579046
1470;76;-119.52050139560924;109.60111408861916
1471;237;279.59812863162983;114.63949830406929
1472;398;215.5019410992272;120.49856397294653
1473;254;282.4541360394259;124.40721152449916
1474;211;332.22891948905846;129.23726958298042
1475;830;172.531681597852;132.45000188102324
1476;820;-364.2683536485515;130.43331733678136
1477;292;-169.09872526183048;129.98234877719818
1478;400;237.90026577924328;128.84839961146764
1479;559;191.58812550216652;127.52420139920845
1480;571;203.41686784932475;126.51164663670274
1481;412;-276.48171098969146;125.04041063539006
1482;425;284.1017033205903;124.6830585691648
1483;156;-170.54414780597955;121.04805873730785
1484;383;232.399013121155;125.13918746934037
1485;365;280.52440646038247;124.82570637684303
1486;973;68.16092948477842;126.64264185375936
1487;877;93.96669065887708;124.41541389762952
1488;221;300.0347664331994;131.8469575413807
1489;785;52.31228320268497;133.79455634849057
1490;288;282.74437763947856;133.09827213121997
1491;723;155.58658908382031;131.59763597123256
1492;592;180.76975100125136;130.2724896368841
1493;222;343.1092897042818;130.47515464711233
1494;195;-111.56876439690996;130.88071180468512
1495;220;340.7173563987559;131.36142525282187
1496;209;343.50891694374184;131.34532811227393
1497;451;313.71470798181355;135.94277013947942
1498;228;322.2905046925777;140.23728272201498
1499;215;302.53444863440046;146.77381580057985
1500;239;314.6830741518478;153.38128605530767
1501;1000;-170.1469781679481;155.37148526545144
1502;260;301.3574226959578;160.50502728002735
1503;248;299.66995364696834;166.5248391142114
1504;150;-103.26740720861689;166.9691290952777
1505;170;-110.25843626504493;166.6992388458896
1506;750;-323.22218640578626;164.62912698743938
1507;492;230.7094443446165;164.3900856716235
1508;878;87.64966144016772;161.95922063546897
1509;1000;-215.19261684462154;156.62421285748258
1510;247;346.01163290590944;157.27036734828127
1511;775;-356.0413846927171;156.43547779797944
1512;627;153.20001865300458;155.2016415228266
1513;1000;-227.34916385654336;154.66771910416034
1514;1000;-234.56455145491296;148.76500083512622
1515;483;256.14392450315063;148.15185023037856
1516;709;139.42289489550043;146.06036123864237
1517;220;328.75159266448196;153.02963132748155
1518;207;303.54418946963585;152.87622451901407
1519;228;299.4972157718072;157.25778847771974
1520;294;260.4110314484167;157.5232575839586
1521;200;333.55781267973873;157.86351604373314
1522;243;333.6939410836819;158.287938106975
1523;724;170.160943158706;156.92248247887818
1524;1000;-385.2952175997122;150.14809212200728
1525;217;291.7550915942363;149.9217564032505
1526;595;175.25020442531505;148.76837266826212
1527;1000;-270.88348979993896;147.9169754379206
1528;864;-371.98312372823557;141.19865415719258
1529;267;288.06455475917556;141.0589669884366
1530;465;305.11432287951715;140.85926730291132
1531;179;342.01084803912585;140.9561285091676
1532;592;276.52249163769244;140.62200049438445
1533;1000;-218.46358874051188;135.4735520981442
1534;907;-393.5869754073331;128.5159883469485
1535;411;243.1276227252228;128.2638427805665
1536;961;-395.0153167434282;121.32271174583315
1537;198;317.66569662653507;121.47576554712614
1538;190;-123.15206403267491;117.72054355007785
1539;289;318.6946525231822;117.97438662255928
1540;963;86.6030862162586;115.6522901669058
1541;334;264.0960620945689;115.77146881714472
1542;256;307.65597619489336;116.04830504146068
1543;603;253.95660639081848;115.3070079943107
1544;247;318.74273098203594;119.75920801179487
1545;191;309.8557577795111;120.24794746392043
1546;192;322.4846783626382;120.67199664793063
1547;320;320.333801631767;120.963446529463
1548;303;302.22928592800895;120.91474566472363
1549;193;347.00443188370247;120.89320633834117
1550;254;267.9250135780007;120.3209872165192
1551;117;-73.0162153052533;116.41227882719072
1552;613;-302.6860476955443;115.0625430134873
1553;235;-152.09666033114658;110.36000475284776
1554;258;302.97080941596465;111.5466609155687
1555;273;325.7486587718962;111.98468228661945
1556;302;302.69133448630635;111.86891181163894
1557;1000;-110.33467933646277;111.97388448736514
1558;241;297.3188443890605;112.2301804170043
1559;234;351.2345325520394;116.51872803705615
1560;1000;-203.69946758784093;111.27994111804425
1561;1000;-172.6908090493869;112.84796370602446
1562;375;307.204087121488;117.16049704605776
1563;1000;-209.113329409364;112.536467115548
1564;436;275.71044372442475;112.21314621383851
1565;1000;-229.29406494216587;106.85896781179108
1566;170;315.14235347078557;111.05633667267028
1567;537;342.2830677797076;115.92750102969173
1568;195;-309.37381593242094;114.10809849555874
1569;193;289.62505778371064;118.66972865974712
1570;178;324.6272293772564;123.1112059674758
1571;497;258.4918458029065;122.90014313918854
1572;944;105.89220147800589;121.80404574297634
1573;1000;-168.06561157533702;117.29884826682871
1574;1000;-225.7784033154139;111.71877503878399
1575;227;-131.4062605875033;108.67939561693044
1576;98;-148.25616569235726;110.83951749649238
1577;304;259.54795166389806;115.12598426574965
1578;1000;-192.7447104889505;110.81953450306773
1579;1000;-200.73133793933584;106.89633986865269
1580;229;337.4341109314121;108.23651229947357
1581;1000;-71.79329521421892;110.2833964572283
1582;79;-172.00886037703526;105.72229082025204
1583;906;77.41339722333392;108.20186627054518
1584;730;137.58495188584126;107.25372565819205
1585;1000;-227.38798065249566;102.17460178706325
1586;99;-103.87065976371441;100.45428589457833
1587;1000;-238.72578492983618;97.12736113869121
1588;942;204.15155964100967;96.16852907076931
1589;176;312.86356819699756;98.77404192071245
1590;277;278.75037115977034;98.73410185591536
1591;942;88.23671704601401;98.06060313553729
1592;234;324.62265636673965;99.49913218919217
1593;295;276.0650317061725;98.82868960921107
1594;403;262.11594912767947;102.56553674445696
1595;221;299.9867898227356;102.15823107869677
1596;390;233.9098757229268;101.06224066648863
1597;334;269.21114943249836;100.61720508099548
1598;1000;-168.498891586239;95.70931111820731
1599;108;-62.05055209694552;92.06346111089385
1600;416;219.69129297554343;91.11354329913081
1601;1000;-245.54961125037502;90.35951696830654
1602;533;243.21539281362476;89.7780966694832
1603;519;204.5500187864735;88.82689732087825
1604;654;252.95210311546745;92.3890924241191
1605;343;304.69205952505064;96.53859738202007
1606;72;-158.686693294488;98.18395231313303
1607;87;-142.8800992656348;94.44805687703052
1608;192;324.2880332856526;96.81444059548538
1609;87;-83.54967956819792;98.13086996824961
1610;282;266.7913040250666;97.33866667944118
1611;83;-167.9736172916583;99.21934435345176
1612;657;141.799309956922;99.10533726649095
1613;446;292.5491165804594;104.30432007086098
1614;238;338.0127434853786;110.03009302026389
1615;277;303.3663524812583;110.50231730004498
1616;260;328.5163665302264;112.39325201639224
1617;1000;73.03212943800452;109.83605738412746
1618;238;312.68867999169856;109.92750228934808
1619;186;327.85732066903176;110.21110333832034
1620;238;303.3615469541003;110.64060849337717
1621;252;303.4176171305531;110.33920653788532
1622;419;196.79070637646817;108.97017419081318
1623;234;302.9890466159124;110.29845522538523
1624;82;-209.30243053154948;112.05838309606685
1625;294;322.49205538998007;112.3657527340243
1626;356;284.43274671038466;113.45757815687499
1627;134;-97.43654185042895;115.19204763637009
1628;207;322.2984213028925;122.13486308668138
1629;223;330.547524756246;122.55969278665206
1630;359;266.52964781196044;122.17384603597651
1631;476;233.7935715796385;121.09167327138164
1632;566;173.28763178185022;120.05932467282322
1633;224;326.1871533247663;125.505832093476
1634;244;289.5840999975534;132.33754284752487
1635;369;287.35093416690023;132.77977596194165
1636;379;333.97773754794537;140.06970650485536
1637;1000;-243.3333863942018;134.459715674648
1638;424;-202.75095027586104;133.66372681221614
1639;492;-268.83068319911536;127.78847345499317
1640;315;313.3109158708845;130.0555517515394
1641;403;261.5323885956602;130.02991501655032
1642;347;286.93182437966317;129.82267349839802
1643;335;264.22280510013843;129.92533548549122
1644;305;281.84277512786696;129.55633592694952
1645;243;304.6797053144389;129.50457540229883
1646;1000;30.55452253218424;126.58527384399427
1647;1000;-260.83963934170384;120.77353943425956
1648;1000;-213.50547366205072;115.61619183835899
1649;715;109.63635256520267;113.24251104517398
1650;595;295.24705176142845;113.51573142700826
1651;1000;-203.75705744805637;112.20832300558024
1652;327;259.2415917123709;117.82759939965939
1653;282;308.5009747398639;122.43357575036951
1654;1000;-197.4268378419632;117.42959927779022
1655;1000;-275.36693251391716;111.41844336493209
1656;503;260.7799792040573;110.9993298121096
1657;704;148.35546333205048;113.58623123879471
1658;1000;-215.46592093235392;108.45838358558058
1659;251;333.43431839948613;108.28038144405504
1660;1000;-216.92160363434797;108.14816008358996
1661;1000;-280.31858669199033;107.07188230716392
1662;280;306.1418694242106;107.06126013019117
1663;444;234.24071137066397;111.49480053799145
1664;233;298.91451617519783;111.72684126249916
1665;241;324.57894301773666;117.26557134209821
1666;219;-204.00829052378722;112.07406490215247
1667;651;241.96704523377053;111.0709046766931
1668;1000;-247.05433746698745;111.69409946134743
1669;1000;-282.3866160298504;105.97398272321183
1670;1000;-214.79415550712054;100.57976887436806
1671;518;214.19228195360984;100.13677323587508
1672;1000;-225.73272316191637;96.82052398947586
1673;1000;-173.71620855105516;96.76401801971868
1674;1000;-229.19724090816885;96.72982964379112
1675;1000;-270.06715156828096;95.34322073398336
1676;236;333.38093774948754;100.15959176840181
1677;1000;-186.84574568229695;95.69565479493986
1678;203;-98.7929532210561;96.6351723676188
1679;199;334.2641886954523;101.98512763396667
1680;1000;-231.65160708560066;96.29427045379654
1681;722;110.08659310045307;98.11306933694327
1682;253;336.0763073454771;103.1939210141684
1683;465;177.4384616826852;104.1941716587619
1684;221;336.19175752448757;106.18023971514836
1685;200;332.0812860893209;111.77493238256653
1686;152;-84.42829315185021;111.96935604868517
1687;1000;-272.85856054009196;111.62802829258263
1688;269;326.16078834174124;112.84812057958995
1689;183;-153.1047655855813;108.18843724176415
1690;1000;-259.00134437488686;102.81092008641757
1691;146;-138.01487013753555;100.54840421458208
1692;1000;-403.4342130922479;93.2678355199922
1693;1000;-524.09457056561;85.26623949727438
1694;1000;-355.7049354746161;79.08803065125142
1695;238;-170.74984240286585;74.38066432899541
1696;717;167.31998985321235;73.71476547029826
1697;232;350.08556858741247;74.5235096618474
1698;280;322.1167039430874;79.42966561714066
1699;591;234.86956452771747;82.39886678338729
1700;235;321.6413561790474;83.41836741542232
1701;297;238.72127112039144;88.26107623912999
1702;185;-122.01662231878498;84.60875608780589
1703;365;255.50869531055122;85.11834285304666
1704;345;314.640583604235;85.73522765793433
1705;548;221.32934772849248;84.90160053996875
1706;270;338.61872591365517;89.8746547320502
1707;159;-79.83989068862556;90.50505681782029
1708;166;-100.3492382841471;86.25868410212227
1709;950;33.958451501194304;87.43376541281619
1710;287;-308.98818723734485;81.67597050019211
1711;121;-97.35790127393999;82.38212766036928
1712;749;180.8757824538333;82.7728923853384
1713;1000;-243.20285522780836;77.41537266725571
1714;727;-321.97118128924706;70.81553341950945
1715;566;245.08107332422009;70.23268062793908
1716;216;310.1894252711586;70.04941121534841
1717;205;333.39911674383836;72.65308108840674
1718;350;301.6363097831836;72.54255738632159
1719;326;272.07497012189094;71.98473388085019
1720;110;-138.5487999528411;67.56563041178077
1721;193;323.7765495116146;67.76921973559139
1722;644;346.56555748955077;69.26696824672221
1723;353;276.01515326553334;68.99722931321843
1724;226;351.94780921405277;74.60973171067444
1725;195;313.71077201862636;74.52191887696091
1726;192;322.1081693284991;74.89867310314204
1727;168;-116.5792174321719;74.70724634732461
1728;141;-111.86775400241208;70.36558459427158
1729;108;-121.94157376199598;65.84069360908916
1730;120;-142.63789955324583;61.74901813543709
1731;337;295.130432779712;62.36238674743783
1732;108;-119.21642789359366;59.437346150683396
1733;326;330.4985064349829;59.48045968178556
1734;84;-146.27833077061723;55.12183537410386
1735;367;316.0304997315226;55.40863102975008
1736;382;333.25638869910233;55.40141754126165
1737;215;317.2309342912562;61.00706074811623
1738;168;-140.3191683315235;61.63137856755961
1739;340;-200.55793414580387;62.31410605809272
1740;591;275.83238939526086;61.93932079333647
1741;275;260.6613830412084;61.93061073779196
1742;325;287.7724432590938;61.93901692658626
1743;761;153.81323279715917;60.83492120355647
1744;231;-168.94691448550824;56.32702430742272
1745;693;122.6536141927634;54.50676339620596
1746;398;301.56456233885405;57.216863794272655
1747;228;341.67744065363735;63.24203459422607
1748;201;314.0528562377156;68.51761789322373
1749;211;359.1591092552839;71.01284546012454
1750;567;185.02072389075283;69.91058218141778
1751;266;289.96215395598756;74.84777429545824
1752;287;-150.2978131142984;70.75238024719154
1753;187;324.5842338887886;70.91321283868078
1754;229;355.09975496627357;76.43847876676315
1755;269;337.6343225204061;82.56849131710638
1756;109;-74.09199163815043;79.21977160868431
1757;688;114.75223274079029;78.88373930277172
1758;543;209.77206476602444;83.1361191597555
1759;234;304.9226274604525;82.85100225036517
1760;696;171.1657008564113;86.73187529527273
1761;1000;-225.98299511385702;87.27523121105406
1762;296;304.2299411807682;87.25611192861965
1763;205;340.4504019636153;88.31820883454917
1764;225;-119.80373440772988;84.13102632871988
1765;170;-108.97105500803298;79.7955263484622
1766;417;264.6460333822348;84.4820695875224
1767;236;352.5862454670844;85.58826158985553
1768;162;-95.6673006654456;87.10213195787095
1769;300;266.0683987593678;92.58668210576316
1770;221;323.0913895601403;97.96553755643578
1771;261;359.3211843761742;99.4168265806614
1772;1000;-27.674090577791027;101.39741290650267
1773;857;196.1827177279718;105.09640216929294
1774;265;288.9254305803138;110.27762888417776
1775;133;-159.52856061192793;111.3830147937413
1776;283;313.88100829442794;111.1880154991907
1777;519;-247.23828082665605;110.5840901477471
1778;840;99.44498238630997;112.56646950382077
1779;342;295.17516016849663;112.1755792185512
1780;209;313.41851462597083;117.62628043566693
1781;206;345.519463241396;119.98060913707633
1782;227;305.6856114591495;119.67670217821308
1783;260;305.6338519910289;120.95865608129651
1784;309;333.1635878237406;120.92837438428904
1785;256;315.6339437892823;120.76390096128866
1786;361;324.38628680905583;124.85204676089772
1787;230;297.25606259854425;130.55319299228407
1788;163;-94.29949781207834;126.34859013074589
1789;308;331.0072796234471;131.18971058283617
1790;377;310.693795216367;136.88666197874872
1791;231;333.5479108267607;141.60228978839166
1792;1000;-466.96422904202063;140.96698962889394
1793;275;330.95164544284785;149.51745178897852
1794;158;-101.49340894870127;152.05956705423768
1795;296;334.69459805251756;157.1140114587915
1796;353;284.98680538245094;158.29067961408387
1797;678;-422.83448566100054;150.56147907159976
1798;145;-95.11399122250563;146.38917211994382
1799;312;268.6703402945694;146.72717987761234
1800;399;326.7241952162876;146.77800826798475
1801;200;313.228094936048;147.5230765061413
1802;509;218.0775779708301;150.92401850903747
1803;303;-139.36387984320098;146.97529275749994
1804;204;326.3742165300307;147.0926290867579
1805;298;312.1887798993379;148.00122340846636
1806;183;-131.2579885038861;143.30245626429095
1807;158;-109.30099049749573;143.00784526620225
1808;259;304.5490097981587;147.0568277470253
1809;196;-152.0111220264506;145.19713201174886
1810;280;305.38342363124167;151.34084812043469
1811;1000;-461.3355613167708;147.7010715200064
1812;170;-101.36969085695843;144.87861678689848
1813;220;331.28561556289696;150.62350149480554
1814;229;316.8645313641765;157.01185862133977
1815;158;-121.64910209212235;153.34455686717635
1816;283;297.4937480340871;153.21760009480565
1817;681;-319.631216634735;146.68729676101992
1818;308;293.49281286275334;146.6058617918156
1819;411;262.02472394346694;146.50535933003138
1820;251;318.9149903055461;151.07999723261523
1821;833;-317.01806468517066;144.6720510906474
1822;219;313.5631645349571;144.34202716110144
1823;369;312.6255499424491;144.70813112787062
1824;151;-105.49326597152523;140.13372037601482
1825;246;318.84064826956256;140.1850191385242
1826;349;300.0282975968111;139.96422042120733
1827;848;68.18487468072905;141.81186134233633
1828;250;352.4313588867117;146.45485247122755
1829;535;228.3520667233619;149.95778887608114
1830;218;339.29783476907824;154.77714621930437
1831;626;-284.4485496082075;148.9813563954252
1832;181;310.0119961787245;153.27364063614837
1833;579;-198.54648450991849;147.98319072669935
1834;249;309.458992169582;152.54056395610135
1835;216;321.1920394312181;152.59217935309832
1836;147;-92.4089825375892;148.3355256407314
1837;234;317.6843393133232;148.34005969095205
1838;839;167.03918240124952;151.4136431982798
1839;297;274.0051954383556;156.15927449412138
1840;272;-149.84571825743842;151.9024934175944
1841;236;321.35353416806254;152.50941492886292
1842;164;-127.48133925862173;148.35687710368578
1843;128;-108.31449192480498;145.73559985646614
1844;1000;-201.56431281413055;145.4094258731799
1845;241;355.59777017838815;147.73886743303615
1846;118;-85.36979964784472;143.86952381316917
1847;272;311.9010784551325;143.57176019118413
1848;326;245.52221117945862;142.88645374060155
1849;356;227.5533922138726;141.57039657018743
1850;637;117.36397411455772;140.8938290724255
1851;244;317.09118860236214;141.16511941888922
1852;268;306.69466890218325;145.73504423905405
1853;224;321.8494201918294;145.70769610208444
1854;333;311.82758773309365;145.27497442975263
1855;171;349.309226589798;145.39172347044655
1856;207;314.8792877317782;149.28143626414584
1857;364;330.8645792904597;151.44255972964254
1858;142;-63.09658843916449;148.71387319759066
1859;121;-79.75287211844021;144.86711820180173
1860;112;-153.25809342963157;141.6228802589413
1861;254;314.861073903298;147.03132094911285
1862;167;-109.63044010485376;142.89271713625664
1863;469;248.7485820223154;141.97569893684363
1864;277;296.21365387447827;146.13587281966574
1865;310;-139.40896924684756;145.8314936772776
1866;220;-145.7271500825089;141.72776184263014
1867;245;331.12034793262455;141.51310286728554
1868;312;314.57016406095113;145.61547751454953
1869;113;-152.71560731391904;141.42763745381663
1870;146;-178.38765617419648;136.41284699647326
1871;237;344.7866548319611;136.26750170103114
1872;130;-91.91787295165287;135.62506387729252
1873;158;-152.5610093473147;132.13762660653964
1874;286;287.18977180984604;132.120270018835
1875;238;323.8957403045281;136.95451302799952
1876;352;307.8984669924309;136.89468761497955
1877;788;121.44760549139495;140.58154647816008
1878;320;319.38796315466567;142.78097628584362
1879;260;328.3537612930837;143.1127622970895
1880;133;-119.90623966748569;138.77951475415495
1881;235;283.4347329279869;138.15866745102085
1882;284;312.6284329846762;138.22809566627612
1883;155;-79.57972283038582;134.375959918062
1884;1000;-450.3210119026301;126.54111392079825
1885;439;273.04571510397403;126.11523163394517
1886;517;206.811210924414;124.93948087509877
1887;584;149.95661735342577;123.46648642264758
1888;636;155.29987879728577;125.96248018874122
1889;245;300.7657939940979;125.66006533244772
1890;130;-98.87651034529766;121.56436227683108
1891;366;264.15613487599876;120.87044451732346
1892;553;200.63971171118072;127.54648392485548
1893;795;292.6615845970895;127.16358331639789
1894;159;-74.70375647038205;127.43147984118109
1895;136;-93.53205524773463;123.14921330817857
1896;115;-84.41138963548013;119.45523135799927
1897;573;203.7597655631049;125.72117387024032
1898;213;-127.7124400810146;125.39518938165524
1899;329;278.76705881577084;125.49615656686724
1900;553;216.6050611215702;124.39496522592006
1901;215;327.4433707871533;124.53711798443113
1902;302;251.67647407086233;124.87310694543143
1903;152;-166.9174005389747;124.5975717384737
1904;539;230.63389823690082;123.6401685555424
1905;229;301.91062365271716;123.5373869930762
1906;211;-173.99350335049144;123.11003184461013
1907;404;255.38456898168658;126.75688743940196
1908;276;362.0923145559229;127.33232048697958
1909;829;-376.7148938162724;125.08528276908139
1910;275;-122.10033284984718;120.81044520427048
1911;1000;-221.73035174684549;123.20649729996974
1912;350;-244.55914956769777;121.77460271286236
1913;982;-399.4147249575566;114.46759930765782
1914;98;-144.08076573088442;109.85814633670721
1915;199;-116.96606097895375;109.9049767478389
1916;1000;-382.63718218105635;103.10366744568746
1917;1000;-178.02379818055417;104.51974163022929
1918;493;279.8505797281154;104.3833192988829
1919;1000;-270.6116155365749;99.05695590408249
1920;187;-251.59174989744832;93.35188850205253
1921;1000;-244.8338494209426;94.07373065469481
1922;951;120.3037026736679;92.14113603608192
1923;614;-209.94874538847262;86.91539308277271
1924;225;335.66442487566525;91.32696999124461
1925;347;272.22166430735115;90.86078015162249
1926;371;288.43013186967426;90.74479849435113
1927;318;279.27865147992975;92.85573626234313
1928;245;284.82217569784166;92.17964443045443
1929;63;-154.74154507673506;88.34870831245345
1930;92;-201.2562228413343;82.94316773634934
1931;226;307.43157651013735;88.86196899753278
1932;785;195.26291116466226;87.71447814739217
1933;258;-192.40580125009183;87.77588497999042
1934;271;267.6752599820337;87.35804765811494
1935;236;298.6906991640602;87.13303425544336
1936;211;316.7212967105392;91.22433704792465
1937;286;306.86871347174707;91.11618078950889
1938;663;191.69140539552555;91.36270301945166
1939;254;-147.680923832589;87.14584182674221
1940;289;290.53400105316075;91.5496390198482
