episode;steps;reward;average
650;262;300.44419982023635;181.08392160513296
651;400;271.716493807114;181.0502973835871
652;448;278.8422839305452;181.15309321777298
653;234;290.0118382766081;180.95149161629644
654;333;341.8931614935694;181.11902247303112
655;265;292.6056500931325;180.9333807119158
656;53;-208.75760825671296;175.73369285901066
657;74;-219.21507703510338;174.1556497825059
658;61;-240.74729725124402;168.31661980146876
659;89;-203.12633685541886;163.19332510237834
660;82;-221.82364849684973;157.64271474987143
661;101;-199.2816468833417;156.81197523579306
662;80;-132.0357913337691;152.54594710480137
663;116;-282.8792211012924;146.40964469862706
664;142;-123.74800594933556;142.2269094764958
665;160;-78.25751438630786;138.17394387413353
666;181;-120.36506643445192;138.37361840552504
667;107;-63.22951713680118;134.63926453121525
668;133;-98.48871457194073;130.43768131347696
669;152;-98.45557806649126;126.81739746966154
670;193;284.1990340610457;126.5722097415852
671;192;321.5699996395305;126.74516337971558
672;229;328.74585074071194;126.7168271978483
673;322;301.4842394461209;126.8383482089215
674;308;315.73254739210466;127.45769641124198
675;162;-141.31729143874017;127.05165293511442
676;306;331.7830882051046;127.26337472836184
677;249;311.0482002047939;132.49403847071636
678;277;267.20471063740337;133.4677852119636
679;245;317.3096763406321;133.72702289544205
680;268;318.1828705447972;138.37793876770624
681;243;326.8269996719311;138.48162653442643
682;217;310.6756001628581;138.3308113671865
683;238;284.94688238139526;137.80317838880305
684;180;-110.33085367572954;133.88532553500482
685;227;346.44117197663445;138.26683621037043
686;220;359.9707533568733;143.9757187902229
687;222;319.3919756167399;144.4892330503657
688;229;326.1119522348753;144.74037478406166
689;170;-103.07129821285568;140.3687444390687
690;244;340.9918708786391;141.83006582934868
691;220;319.4633186352674;142.0418185016614
692;159;-119.24263259095484;137.78887929190475
693;191;-51.663024632620306;135.52373218456762
694;54;-212.8992102705232;130.18009766146085
695;124;-155.14354154522528;125.17600627509678
696;59;-175.6596075497933;120.42916487488145
697;91;-108.53587326787684;116.69702601295516
698;318;271.4377410482497;116.35911328196329
699;197;-180.33679078338852;111.42524813522441
700;240;-139.21652582352908;106.84616799743539
701;266;319.04673767151155;110.93818937417312
702;233;324.19106396092263;111.20027234074958
703;210;-170.7370260497383;106.38360708839562
704;399;268.73024118166745;106.042116705406
705;466;266.2839691337949;106.05896162589406
706;804;174.22278850478955;109.2607354682964
707;323;289.08639713590543;109.13994818921243
708;236;374.04954871070623;110.481005289754
709;157;-107.20624587025395;106.16156561223961
710;531;310.4396477414377;106.0003241726541
711;355;325.4436593383549;106.34667411307392
712;414;259.39500262157503;107.10206913981656
713;187;-109.21963014852022;103.41588270378958
714;269;245.30492489626326;102.9628415135906
715;272;266.02219219112965;102.58920755349493
716;226;362.7552496559317;108.35851166894132
717;371;250.84027563414304;107.55323529577275
718;255;364.12595382692984;108.01088332463107
719;77;-220.83520440967484;103.15223053433802
720;211;335.2969485183954;104.87491937211362
721;542;230.32384552933206;109.83988172704268
722;62;-253.25636014060277;109.55708666876572
723;78;-436.8848208264636;107.41787048168018
724;55;-291.0524060445175;103.66314458985075
725;82;-256.1572413892325;102.12275464131488
726;75;-418.265086652092;100.74557378370132
727;77;-141.64337564871644;100.56806990244104
728;58;-291.8703770275986;99.57973299972603
729;85;-195.65050960472738;94.9095256815831
730;84;-174.62802026172108;93.99771174845293
731;112;-98.82982412711237;91.37192374109017
732;72;-192.82256444130516;86.82942474387877
733;87;-120.0446997025422;86.64590903779568
734;203;256.94345973470814;86.51902267116161
735;254;353.4314028848917;86.93186702303606
736;189;337.62155769941523;87.77180333972265
737;208;336.3090429182661;89.19901403640557
738;256;239.22316339789577;93.04518258250454
739;310;249.21510892152997;92.13001694725011
740;152;-118.05795101013817;88.59311701382032
741;299;302.7769278019717;92.9299469043625
742;146;-109.1876270664626;92.75844964104162
743;204;285.2859356825554;92.5511208367543
744;227;227.04701932606477;91.90624170714125
745;178;-119.28695350252744;92.05198190084222
746;224;350.2919029144339;92.44456404967845
747;255;314.23184527929914;92.76860446036868
748;227;328.6447863601414;93.42753436378044
749;910;285.11540147521384;92.97264513771849
750;235;330.1012745102645;93.26921588461875
751;310;266.51926651401544;93.21724361168778
752;193;-129.4045900735387;89.13477487164693
753;294;301.20660444327746;89.24672253331363
754;322;308.40394058785614;88.9118303242565
755;154;-104.65377363590098;84.93923608696616
756;298;333.15388902085897;90.35835105974188
757;208;308.67170059453514;95.63721883603826
758;628;-271.16466644041725;95.33304514414652
759;205;329.1850375917096;100.65615888861782
760;203;315.9462632510759;106.03385800609708
761;317;268.1346662693675;110.70802113762416
762;334;282.8552484143326;114.85693153510518
763;216;321.3752266039132;120.89947601215722
764;297;289.2890572396903;125.02984664404748
765;138;-113.28143110579543;124.67960747685261
766;773;129.51093197779574;127.1783674609751
767;197;345.2872458200203;131.26353509054331
768;252;297.7073355568273;135.225495591831
769;1000;-160.9680540364885;134.600370832131
770;223;332.08858551977386;135.0792663467183
771;139;-86.3064373336981;131.00050197698602
772;500;286.2696898667089;130.575740368246
773;199;335.699571985321;130.917893693638
774;488;263.6556201050951;130.3971244207679
775;242;302.35260092569143;134.83382334441222
776;157;-106.31568615033741;130.45283560085778
777;233;350.5304968273445;130.8476585670833
778;213;329.4569255540988;131.47018071625024
779;86;-153.6540794101819;126.76054315874211
780;54;-390.2984660171353;119.6757297931228
781;62;-178.1475715601375;114.6259840808021
782;70;-299.4395449657547;108.52483262951597
783;90;-350.8576047144562;102.16678775855746
784;54;-312.35111658836126;100.14658512943113
785;54;-332.0179788249747;93.36199362141504
786;59;-298.89208745397207;86.77336521330659
787;91;-250.08828053593066;81.07856265177988
788;90;-370.5982815001665;74.11146031442945
789;58;-311.6439869125843;72.02573342743216
790;140;-174.13909297645245;66.87442378888124
791;68;-359.6133410576523;60.08365719195205
792;79;-91.76733038389685;60.35841021402263
793;76;-155.89758635058053;59.31606459684303
794;80;-159.06888248254666;59.85436787472279
795;84;-371.12557529627526;57.694547537212294
796;69;-208.3034610284874;57.368109002425356
797;93;-315.2898039339902;55.300569695764224
798;100;-152.68803711297596;51.05931191415198
799;82;-137.92981749903763;51.48338164699548
800;250;336.30077659101823;56.23855467114097
801;222;290.3876016043622;55.951963310469466
802;213;307.8985040822197;55.78903771168244
803;154;-202.15276129425538;55.47488035923726
804;66;-187.3499679791272;50.914078267629314
805;71;-342.2805287648806;44.828433288642564
806;68;-382.26982601461657;39.26350714344849
807;54;-336.5292758433775;33.007350413655665
808;68;-348.048373076365;25.786371195784945
809;119;-94.7600853545676;25.91083280094181
810;104;-97.78447738303691;21.828591549697062
811;233;332.24538595530043;21.896608815866525
812;103;-98.0960314723806;18.321698474926976
813;223;332.02324173361365;22.734127193748314
814;155;-168.72455793703566;18.593832365415324
815;104;-161.28074025507684;14.320803040953258
816;60;-223.92211419015658;8.454029402492372
817;80;-344.13120406765745;2.5043146054743675
818;56;-333.4263013438149;-4.471207946233078
819;228;322.36980073834195;0.9608421052470962
820;230;310.54871218472533;0.7133597419103953
821;238;340.39337256040653;1.8140550122211387
822;156;-156.96839745941753;2.7769346390329908
823;299;345.98861723009543;10.605669019598583
824;172;-99.4839075808735;12.521354004235025
825;213;320.5591899484191;18.288518317611537
826;241;341.27065215937;25.883875705726155
827;269;287.190965877361;30.172219120986934
828;91;-148.46659006564252;31.606256990606493
829;83;-116.71712022533038;32.39559088440047
830;81;-264.3010905215949;31.498860181801724
831;135;-113.24258086161389;31.35473261445671
832;230;318.657891014056;36.46953716901032
833;180;-164.37844284105088;36.026199737625234
834;71;-303.4827940899558;30.421937199378593
835;67;-191.41062507531365;24.973516919776543
836;75;-332.9400700671154;18.26790064211124
837;54;-321.14428185822396;11.693367394346337
838;72;-186.51388943720963;7.435996865995282
839;68;-208.38078307887315;2.860037945991253
840;89;-350.13351929273483;0.5392822631652856
841;60;-279.56451194259415;-5.284132134280372
842;61;-172.14596369306955;-5.913715500546442
843;67;-343.14509796109417;-12.198025836982945
844;72;-303.1408937630356;-17.49990496787395
845;137;-105.53463938261874;-17.36238182667486
846;82;-213.41778004168316;-22.99947865623603
847;52;-330.58133335690684;-29.447610442598094
848;62;-411.6917489010116;-36.85097579520962
849;77;-309.08069225323527;-42.792936732494105
850;59;-209.1689066987587;-48.185638544584336
851;90;-286.29817819976205;-53.71381299172211
852;87;-141.54906747414512;-53.83525776572817
853;64;-223.75510202093267;-59.084874830370275
854;81;-163.6397913480127;-63.80531214972897
855;111;-121.1809471251523;-63.970583884621476
856;66;-134.12774449428696;-68.64340021977293
857;71;-244.95717205345701;-74.17968894625285
858;88;-293.7280449733137;-74.4053227315818
859;62;-310.74714362157204;-80.80464454371463
860;97;-142.9914556853483;-85.39402173307889
861;63;-369.2595996161963;-91.76796439193453
862;75;-244.00829400649212;-97.03659981614277
863;115;-323.6966148347885;-103.48731823052978
864;70;-33.1786988736022;-106.71199579166272
865;233;309.35692676793315;-102.48561221292543
866;109;-138.6527917927702;-105.1672494506311
867;225;342.3780036154233;-105.19634187267705
868;305;332.986312255911;-104.84355210568623
869;247;303.5804487005248;-100.19806707831609
870;144;-103.41067252789105;-104.55305965879273
871;214;312.8952213879097;-100.56104307157666
872;181;-171.98755369795182;-105.14361550722326
873;130;-138.38229623356824;-109.88443418941216
874;234;305.8775279412645;-109.46221511105047
875;178;-76.3554929487604;-113.24929604979498
876;143;-154.89118956733387;-113.73505108396493
877;231;315.8657005641778;-114.08169904659663
878;319;316.2811005924032;-114.21345729621356
879;221;327.8836761502049;-109.39807974060972
880;216;317.88167697394726;-102.31627831069888
881;159;-102.192208472913;-101.55672467982664
882;213;313.8551912122283;-95.42377731804682
883;180;311.4073571027623;-88.80112769987463
884;226;310.4519490543253;-82.57309704344776
885;252;341.6018966582874;-75.83689828861513
886;140;-126.6951385979711;-74.11492880005511
887;143;-123.57773640704704;-72.84982335876627
888;94;-189.87001045111327;-71.04254064827575
889;363;341.48129398671057;-64.51128783928279
890;236;334.18009714614305;-59.42809593805684
891;222;321.9358757529289;-52.61260376995103
892;259;303.01774529809074;-48.66475301313115
893;213;288.67552212380804;-44.21902192838726
894;196;321.5529999949151;-39.41280310361265
895;273;344.9057472823693;-32.25248987782621
896;372;266.4831797374673;-27.504623470166663
897;213;318.3040214143588;-21.16868521668317
898;103;-124.0148450703957;-20.881953296257365
899;271;317.0993016461667;-16.331662104805325
900;223;332.70264753476823;-16.367643395367825
901;242;327.22099206526457;-15.999309490758803
902;59;-373.3276495749858;-22.811571027330857
903;57;-319.956571635204;-23.989609130740337
904;56;-322.5025564529564;-25.34113501547863
905;53;-355.27092036939246;-25.471038931523754
906;75;-190.10920157634155;-23.549432687141007
907;236;321.2155816204182;-16.971984112503048
908;199;357.23302228626085;-9.919170158876794
909;229;339.04337843695487;-5.581135520961568
910;80;-261.79104607036453;-7.221201207834845
911;90;-256.73102259776437;-13.11096529336549
912;76;-428.5090199394972;-16.415095178036665
913;55;-339.0260331598834;-23.12558792697163
914;83;-232.38062759178177;-23.76214862351909
915;80;-364.0718637217401;-25.790059858185725
916;173;-77.60655354688224;-24.326904251752985
917;239;339.06122005118254;-17.494980010564582
918;112;-141.9902365576794;-15.58061936270323
919;62;-321.101798928526;-22.01533535937191
920;63;-340.996016987369;-28.53078265109285
921;90;-360.65901353507013;-35.54130651204762
922;57;-381.55423083338957;-37.78716484578734
923;87;-399.39175516938997;-45.2409685697822
924;89;-287.3894801172268;-47.12002429514573
925;90;-381.3427141393808;-54.13904333602373
926;57;-381.2769184460254;-61.36451904207769
927;87;-371.44791222472384;-67.95090782309853
928;81;-176.46282570465723;-68.23087017948868
929;70;-182.52502312379337;-68.8889492084733
930;102;-189.73521099093483;-68.14329041316671
931;71;-386.28494678786933;-70.87371407242925
932;58;-407.5958723414261;-78.13625170598408
933;102;-357.2401178010345;-80.0648684555839
934;55;-392.3025390814985;-80.95306590549933
935;78;-370.5467786295899;-82.74442744104212
936;92;-367.8348397983656;-83.0933751383546
937;66;-172.6265698120557;-81.60819801789292
938;78;-472.30102104172;-84.46606933393804
939;103;-56.148687438292654;-82.94374837753223
940;71;-125.82067942346717;-80.70061997883955
941;82;-373.34253925292467;-81.63840025194285
942;67;-321.1571608158214;-83.12851222317036
943;65;-339.40400883065644;-83.091101331866
944;88;-392.2364922402893;-83.98205731663852
945;61;-245.6211209569827;-85.38292213238218
946;315;356.37383124103235;-79.685006019555
947;54;-290.70056254978493;-79.28619831148379
948;55;-318.6032621464111;-78.35531344393779
949;55;-412.45950243938;-79.38910154579922
950;71;-322.4236387426198;-80.52164886623785
951;61;-407.0386136782086;-81.72905322102231
952;88;-456.0843109366554;-84.87440565564741
953;156;-104.50062961882956;-83.68186093162637
954;111;-138.69781957191063;-83.43244121386537
955;112;-125.7651678186725;-83.47828342080057
956;68;-229.2659665101004;-84.4296656409587
957;74;-292.26902681683936;-84.90278418859252
958;162;-123.10534326313956;-83.19655717149077
959;390;315.63014193791537;-76.9327843158959
960;95;-98.87337599346861;-76.49160351897712
961;255;291.1503672446398;-69.88750385036876
962;69;-183.4919152335076;-69.28234006263891
963;78;-260.7039065061736;-68.65241297935276
964;87;-199.08766262844287;-70.31150261690117
965;160;-113.5057188712626;-74.54012907329312
966;73;-352.6294235081059;-76.67989539044649
967;174;-56.32954622275486;-80.66697088882827
968;231;347.3079724707535;-80.52375428667985
969;169;-84.16212447789871;-84.40118001846407
970;188;314.15490724644167;-80.22552422072074
971;209;330.3780570046741;-80.0506958645531
972;206;312.8927808369909;-75.20189251920368
973;176;-145.01909966969538;-75.26826055356494
974;115;-121.56757847124499;-79.54271161769003
975;421;291.29632540194825;-75.86619343418295
976;208;344.3487505555771;-70.87379403295385
977;206;330.86983503543956;-70.72375268824122
978;84;-288.8113203826538;-76.7746768979918
979;131;-120.5277188174603;-81.25879084766844
980;77;-262.87117168230566;-87.06631933423097
981;83;-310.45834591583025;-89.14898070866015
982;88;-345.61613265025653;-95.743693947285
983;108;-122.80869461562912;-100.08585446446892
984;118;-85.12974557084598;-104.04167141072062
985;436;226.45316059081338;-105.19315877139537
986;282;275.5395517012279;-101.17081186840338
987;176;345.6629187927541;-96.47840531640537
988;156;-175.17459113585895;-96.33145112325283
989;117;-91.78877607754615;-100.6641518238954
990;276;284.1360417330094;-101.16459237802673
991;207;335.2907685174685;-101.03104345038133
992;186;322.5697711643269;-100.83552319171896
993;334;259.2023103524149;-101.13025530943288
994;543;252.8290670574019;-101.81749463880804
995;186;331.74217875584736;-101.94913032407325
996;74;-361.89276225805827;-108.23288974402851
997;81;-387.20943079509755;-115.28802426612306
998;77;-240.60861574787629;-116.45396197289787
999;62;-364.79742016413286;-123.27292919100087
1000;230;345.42722067133855;-123.14568345963518
1001;355;254.90665631993704;-123.86882681708845
1002;136;-127.01315424852929;-121.40568186382389
1003;314;253.04177290048253;-115.67569841846702
1004;207;312.49703858654004;-109.32570246807205
1005;225;321.0413388583886;-102.56257987579426
1006;329;268.06870144806095;-97.98080084555022
1007;382;367.948832532589;-97.5134683364285
1008;263;294.7985255633648;-98.13781330365748
1009;55;-428.8055524026582;-105.8163026120536
1010;60;-486.79579863398476;-108.06635013768981
1011;58;-382.86870746327895;-109.32772698634496
1012;79;-174.26571003923846;-106.78529388734236
1013;75;-371.44707751674866;-107.10950433091101
1014;58;-488.3631129502508;-109.66932918449571
1015;78;-472.4457406824225;-110.75306795410253
1016;73;-439.92785777345955;-114.37628099636831
1017;73;-386.4346570532349;-121.63123976741248
1018;72;-422.4959791642383;-124.43629719347808
1019;291;-158.91674512454526;-122.81444665543826
1020;243;326.68528714034125;-116.13763361416115
1021;253;307.8224874271189;-109.45281860453926
1022;225;336.127156515377;-102.2760047310516
1023;215;314.55192188262674;-95.13656796053142
1024;155;-115.51495667068747;-93.41782272606605
1025;193;-117.26184733431614;-90.77701405801541
1026;248;378.2588538369023;-83.18165633518612
1027;153;-134.05048937525467;-80.80768210669143
1028;447;235.81104343527983;-76.68494341529205
1029;168;-98.55309528044815;-75.8452241368586
1030;67;-153.94081724446696;-75.48728019939392
1031;91;-184.24151867626912;-73.46684591827793
1032;60;-480.6781726113396;-74.19766892097705
1033;335;286.14035376056563;-67.76386420536106
1034;262;338.5450431975337;-60.455388382570725
1035;82;-180.17692375294354;-58.55168983380427
1036;68;-451.8459316159341;-59.39180075197996
1037;93;-198.3330130953204;-59.64886518481259
1038;55;-418.70817093611106;-59.11293668375651
1039;66;-488.7546247054285;-63.43899605642787
1040;51;-474.47264480099165;-66.92551571020311
1041;72;-491.3194436081033;-68.1052847537549
1042;98;-189.72370403419498;-66.79095018593864
1043;72;-454.1150845991367;-67.93806094362344
1044;195;300.6941448897016;-61.008754572323525
1045;79;-363.8402824745733;-62.19094618749943
1046;84;-222.20471005597253;-67.97673160046948
1047;193;-80.25353329254199;-65.87226130789705
1048;214;309.82415144662065;-59.58798717196673
1049;175;-165.33463504641153;-57.11673849803705
1050;78;-142.82392079837066;-55.32074131859456
1051;243;335.5571232107402;-47.89478394970507
1052;205;-129.10872538562785;-44.625028094194796
1053;185;341.4854522666501;-40.165167275339996
1054;248;341.03805831104364;-35.36780849651045
1055;142;-122.00208609467575;-35.330177679270484
1056;245;334.82406276174356;-29.68927738655204
1057;170;-176.91379851535763;-28.53572510353722
1058;210;336.806084825638;-23.936610822649445
1059;397;340.8115436738897;-23.684796805289697
1060;311;353.81182905352864;-19.157944754819727
1061;211;325.59928338982553;-18.813455593367866
1062;189;314.332320256068;-13.835213238472111
1063;195;337.07816023298153;-7.857392571080563
1064;163;-129.2607400592251;-7.159123345388389
1065;137;-157.20352288893542;-7.596101385565117
1066;665;172.16388369494632;-2.3481683135345968
1067;473;219.86119475433867;0.4137390962363423
1068;184;-164.30809221430934;-4.7024215506142895
1069;201;314.3276313782973;-0.7175239920523331
1070;264;252.20731230865601;-1.3369999414301896
1071;359;268.9124759751116;-1.9516557517258155
1072;56;-309.9965224819423;-8.180548784915144
1073;75;-451.00285741212906;-11.240386362339482
1074;79;-439.6550252017388;-14.421260829644421
1075;58;-248.3147610224435;-19.81737169388834
1076;237;292.3566918843334;-20.337292280600767
1077;157;-191.40356668908416;-25.560026297846008
1078;73;-404.43489355317786;-26.71626202955125
1079;224;294.5249519489014;-22.565735321887633
1080;1000;-173.29443334934814;-21.669967938558056
1081;257;307.4449860808835;-15.490934618590922
1082;223;319.3304019144716;-8.84146927294364
1083;224;332.84424933323555;-4.284939833454991
1084;120;-102.27564145209786;-4.4563987922675095
1085;128;-129.6993734018833;-8.017924132194475
1086;189;331.5766070210777;-7.4575535789959755
1087;397;250.1031341254129;-8.413151425669385
1088;178;-106.47313745741097;-7.726136888884903
1089;249;323.3407671268196;-3.5748414568412517
1090;187;353.40358074541876;-2.8821660667171587
1091;207;314.8927861933048;-3.086145889958795
1092;228;298.4128977110462;-3.3277146244916067
1093;142;-97.91549487613106;-6.8988926767770655
1094;294;315.61111007415775;-6.271072246609508
1095;162;-83.7649171921265;-10.426143206089245
1096;108;-114.34770310682748;-7.95069261457694
1097;171;318.9205290819069;-0.8893930158068946
1098;479;326.3084142671784;4.779777284343653
1099;269;338.5027623099037;11.812779109084017
1100;127;-105.77884956300633;7.300718406740573
1101;197;275.39870000942847;7.505638843635486
1102;231;344.84449537916277;12.224215339912407
1103;276;330.4531010805632;12.998328621713213
1104;397;298.28504521860714;12.856208688033885
1105;84;-102.08191551709713;8.624976144279028
1106;119;-166.14442409850002;4.282844888813418
1107;57;-162.1951467481263;-1.0185949039937379
1108;286;310.07460644486144;-0.8658340951787733
1109;214;335.10291769938135;6.7732506058416195
1110;100;-187.08977696064449;9.770310822575023
1111;249;295.3929802820862;16.552927700028675
1112;66;-224.16482331263197;16.05393656729474
1113;76;-275.1806652559031;17.0166006899032
1114;60;-399.2008393633112;17.908223425772594
1115;251;262.27128170670414;25.255393649663862
1116;167;-114.9227033735632;28.505445193662826
1117;284;333.00141249871194;35.699805889182294
1118;278;260.87358203470893;42.53350150117177
1119;127;-138.89542712645846;42.73371468115264
1120;220;315.7403681340601;42.62426549108983
1121;204;321.95323186520955;42.76557293547073
1122;207;309.3824290613917;42.498125660930874
1123;157;-114.95810271340065;38.203025414970604
1124;279;330.58593921431566;42.66403437382064
1125;255;306.9839997327033;46.90649284449084
1126;271;310.467577193971;46.228580078061526
1127;209;306.4882587372525;50.6339675591866
1128;214;317.581645375449;51.45167357858829
1129;267;298.5394149162827;55.422598680555595
1130;199;316.5402219104223;60.12740907210449
1131;558;287.2421913316543;64.84224617218372
1132;121;-82.05511082099898;68.82847679008714
1133;91;-146.98910842082185;64.49718216827324
1134;61;-332.4036721985643;57.78769501431227
1135;80;-375.1017059396504;55.8384471924452
1136;75;-308.4989054760518;57.271917453844026
1137;72;-278.4981163573935;56.47026642122329
1138;58;-436.866287129455;56.28868525928985
1139;87;-223.15009551341083;58.94473055121003
1140;184;335.6737683822772;67.04619468304273
1141;128;-133.91581771456973;70.62023094197806
1142;76;-184.53450983616324;70.67212288395838
1143;72;-362.9799023537922;71.58347470641182
1144;63;-416.8435890158527;64.40809736735628
1145;76;-265.6652607799694;65.38984758430232
1146;88;-313.273313387508;64.47916155098696
1147;70;-222.96075325200383;63.052089351392354
1148;72;-90.66113507355821;59.047236486190556
1149;93;-610.8051835081905;54.59253100157277
1150;75;-453.11981399264084;51.489572069630064
1151;73;-299.13188776120126;45.142681959910654
1152;90;-475.9933235428369;41.67383597833856
1153;60;-421.5185417032644;34.04379603863941
1154;55;-348.78610305807763;27.145554424948195
1155;72;-326.5302382681906;25.100272903213046
1156;63;-456.0848297800678;17.191183977794935
1157;89;-297.83910833107024;15.981930879637808
1158;53;-295.3325552296743;9.660544479084686
1159;86;-206.72138982138887;4.185215144131901
1160;89;-188.54074890608283;-1.2383106354642137
1161;53;-368.4771466577881;-8.17907493594035
1162;57;-460.09314646944176;-15.923329603195448
1163;88;-371.0277594907772;-23.004388800433038
1164;76;-330.5587098830098;-25.017368498670884
1165;77;-339.71432218448166;-26.84247649162635
1166;55;-366.10939595080214;-32.22520928808384
1167;96;-448.38723334401243;-38.907693569067334
1168;55;-353.5631381715665;-40.8002440286399
1169;61;-365.4778135562042;-47.59829847798492
1170;61;-347.32773210576175;-53.593648922129084
1171;55;-365.5316650821282;-59.938090332701485
1172;79;-125.82725703219799;-58.09639767820405
1173;87;-358.3239304771124;-57.169608408853875
1174;85;-401.4188303976123;-56.78724646081261
1175;78;-380.4495552782928;-58.10859440337111
1176;83;-255.09048271871603;-63.58306614940161
1177;86;-404.4696628567233;-65.713727111078
1178;76;-183.44558768896502;-63.50383405243588
1179;81;-163.7628407206071;-68.08671197913095
1180;64;-141.5229023065495;-67.76899666870298
1181;106;-129.4610790273942;-72.13805731978574
1182;78;-288.9643761657753;-78.22100510058821
1183;90;-154.79171288923095;-83.09736472281288
1184;85;-245.00947975868058;-84.52470310587873
1185;66;-179.06525040394513;-85.01836187589933
1186;59;-362.19629663757166;-91.95609091248583
1187;62;-304.8116318698577;-97.50523857243854
1188;63;-431.23599128903743;-100.75286711075482
1189;100;-221.56458236620335;-106.20192060568505
1190;62;-406.1841232623292;-113.79779764576251
1191;96;-153.38534047535444;-118.4805789124491
1192;58;-411.9390087185177;-125.58409797674474
1193;66;-426.510583483413;-128.87004886281755
1194;55;-432.0693753157135;-136.34685371671628
1195;75;-281.08902779245875;-138.3200948227196
1196;79;-376.07252117274004;-140.93734300337874
1197;81;-187.53349710237714;-146.00188326522158
1198;52;-292.5049942944241;-152.1900173508376
1199;87;-385.78481925025176;-159.43289316643913
1200;68;-419.7181154116818;-162.5722858249259
1201;65;-402.9710748572305;-169.35598357359248
1202;58;-414.1270274364232;-176.94569880174836
1203;74;-181.0599991161753;-182.06082980371576
1204;78;-348.37282750709335;-188.52740853097276
1205;251;302.60676194961883;-184.48052175630562
1206;205;332.14635576053877;-179.49761395771523
1207;84;-270.02336031834955;-180.57589609341744
1208;64;-299.65706332580714;-186.6732127911241
1209;229;333.40959880147045;-186.69014598010324
1210;268;318.29135052543984;-181.63633470524238
1211;234;307.174140853814;-181.51852309952508
1212;218;322.33009083104815;-176.05357395808832
1213;111;-172.6078260967892;-175.02784556649715
1214;216;328.9796982302313;-167.74604019056173
1215;191;330.6630534693073;-167.0621224729357
1216;226;350.81028324249365;-162.40479260677512
1217;60;-161.62601157607813;-167.35106684752304
1218;192;313.7494719244625;-166.8223079486255
1219;241;326.1175380226458;-162.17217829713445
1220;160;-125.0405789999395;-166.57998776847447
1221;184;-83.11952633800763;-170.63071535050665
1222;224;336.1935321986598;-170.36260431913394
1223;408;222.35544428469038;-166.98946884915304
1224;172;325.2090371278351;-167.04323787001783
1225;108;-109.86493001945853;-171.2117271675395
1226;235;310.0576462214245;-171.21582647726495
1227;83;-248.23575300677817;-176.76306659470526
1228;119;-123.88279928283188;-181.17771104128806
1229;200;-153.04002249490395;-185.69350541539993
1230;223;356.43061224182446;-185.2946015120859
1231;216;305.93056767305563;-185.1077177486719
1232;91;-158.16596703995242;-185.86882631086144
1233;89;-119.09069125627903;-185.58984213921602
1234;108;-90.756908938663;-183.173374506617
1235;187;305.2932082214742;-176.36942536500572
1236;361;268.0426708009827;-170.60400960223538
1237;93;-129.53311529943483;-169.1143595916558
1238;77;-267.5140565070434;-167.4208372854317
1239;94;-131.41958030008385;-166.5035321332984
1240;187;335.96732058248097;-166.50059661129637
1241;143;-121.6544387340085;-166.37798282149078
1242;85;-247.58614466705185;-167.00849916979965
1243;58;-280.32621398412647;-166.18196228610296
1244;108;-194.52625234306714;-163.95878891937514
1245;69;-333.1215364522366;-164.63335167609782
1246;80;-398.4606662873192;-165.48522520509593
1247;66;-370.54981493424077;-166.96111582191827
1248;93;-147.75647869631493;-167.53206925814587
1249;219;315.34528398650485;-158.27056458319888
1250;145;-138.82262258042232;-155.1275926690767
1251;237;324.77996586779443;-148.88847413278674
1252;125;-118.09633881202956;-145.30950428547868
1253;148;-162.84878751224073;-142.72280674356844
1254;70;-106.90003691559316;-140.30394608214357
1255;168;326.52237966052655;-133.77341990285643
1256;165;-79.39774726870193;-130.00654907774276
1257;100;-134.60331786927932;-128.37419117312484
1258;187;339.5364587838669;-122.02550103298944
1259;87;-139.80880348187392;-121.35637516959427
1260;88;-203.58638589358432;-121.50683153946929
1261;92;-79.52688422159324;-118.61732891510734
1262;199;324.6971556217975;-110.76942589419495
1263;99;-144.40565807977097;-108.50320488008491
1264;67;-178.51261308758245;-106.98274391213063
1265;57;-245.24719428856702;-106.03807263317148
1266;90;-135.04305498728755;-103.72740922353633
1267;88;-164.9096389863284;-100.8926332799595
1268;92;-163.175491589491;-98.98875681413874
1269;60;-259.2297324600471;-97.92627600317718
1270;88;-245.3923213499799;-96.90692189561936
1271;93;-112.2726583713013;-94.37433182851107
1272;88;-137.60085703409948;-94.49206782853008
1273;97;-148.6793941033685;-92.39562246479265
1274;94;-127.36797672130403;-89.65511392802956
1275;82;-442.52131500448104;-90.27583152529145
1276;62;-368.07622093294435;-91.40568890743373
1277;71;-269.8137835920652;-90.05913011478717
1278;58;-399.16787726981687;-92.21635301059567
1279;100;-455.93123183561295;-95.13803692174574
1280;57;-289.24578600931113;-96.61526575877335
1281;73;-322.1275225597808;-98.54193019409722
1282;58;-325.1949290841424;-98.90423572328089
1283;62;-412.00030555432625;-101.47632164993183
1284;86;-337.5865334575094;-102.40209218692013
1285;91;-414.61541786092295;-104.75759386148991
1286;60;-210.04809528899114;-103.2361118480041
1287;63;-307.7383214899612;-103.26537874420514
1288;68;-76.28870261475137;-99.71590585746227
1289;126;-110.10099253204663;-98.60126995912071
1290;67;-313.2140443284447;-97.67156916978185
1291;229;310.85647235943634;-93.02915104143395
1292;98;-169.577011005079;-90.60553106429956
1293;68;-172.49519763157335;-88.06537720578118
1294;56;-315.7570562435543;-86.90225401505957
